Pricing Option,Call Point,PPG - Item,Promo Description Notes,Promo Description,Custom Pricing Approval Status,Weeks,Price Book Weeks,Weekly Volume (cases per store),Total Cases Budgeted,▼▼▼ RETAILER ▼▼▼,Suggested Retail Price,Suggested Retail Price [Price Book],Retailer Revenue,Net Unit Cost (after scans),Retailer Total COGS,Retailer Margin $,Retailer Margin %,▼▼▼ DISTRIBUTOR ▼▼▼,Net Revenue,Case Cost,Distributor Total COGS,Distributor Gross Margin $,Distributor Gross Margin %,▼▼▼ TALKING RAIN ▼▼▼,TR Revenue,Discount (per case),TR Share of Discount,Scan Back $ (per case),Discount (per case) [Price Book],TR Share of Discount [Price Book],Scan Back $ (per case) [Price Book],Overall TR Discount,TR Net Revenue,TR Total COGS,TR Gross Margin $,TR Gross Margin %
Price 2,Kroger Rulers,SI Caff 12/16oz Loose,,3/$5 ($1.67),,,12 wks,0 cs/store,0 cs,,,$ 1.67,$ 0,$ 12.25,$ 0,$ 0,0%,,$ 0,$ 8.65,$ 0,$ 0,0%,,$ 0,,,,$ 0.50,$ 0.1,$ 0,$ 0.10,$ 0,$ 0,$ 0,0%
Price 3,Kroger Rulers,SI Caff 12/16oz Loose,,2/$3 ($1.50),,,12 wks,0 cs/store,0 cs,,,$ 1.50,$ 0,$ 12.00,$ 0,$ 0,0%,,$ 0,$ 8.65,$ 0,$ 0,0%,,$ 0,,,,$ 0.75,$ 0.3,$ 0,$ 0.30,$ 0,$ 0,$ 0,0%
Price 4,Kroger Rulers,SI Caff 12/16oz Loose,,3/$4 ($1.33),,,12 wks,0 cs/store,0 cs,,,$ 1.33,$ 0,$ 11.25,$ 0,$ 0,0%,,$ 0,$ 8.65,$ 0,$ 0,0%,,$ 0,,,,$ 1.50,$ 0.65,$ 0,$ 0.65,$ 0,$ 0,$ 0,0%
Price 5,Kroger Rulers,SI Caff 12/16oz Loose,,4/$5,,,16 wks,0 cs/store,0 cs,,,$ 1.25,$ 0,$ 10.80,$ 0,$ 0,0%,,$ 0,$ 8.65,$ 0,$ 0,0%,,$ 0,,,,$ 1.95,$ 0.82,$ 0,$ 0.82,$ 0,$ 0,$ 0,0%
Price 1,Kroger Smiths,SI Caff 12/16oz Loose,,FRONTLINE,,,0 wks,0 cs/store,0 cs,,,$ 1.79,$ 0,$ 12.75,$ 0,$ 0,0%,,$ 0,$ 8.65,$ 0,$ 0,0%,,$ 0,,,,$ 0,$ 0,$ 0,$ 0,$ 0,$ 0,$ 0,0%
Price 2,Kroger Smiths,SI Caff 12/16oz Loose,,3/$5 ($1.67),,,12 wks,5 cs/store,"8,580 cs",,,$ 1.67,"$ 171,943",$ 12.25,"$ 105,105","$ 66,838",38.87%,,"$ 105,963",$ 8.65,"$ 74,217","$ 31,746",30.20%,,"$ 74,217",,,,$ 0.50,$ 0.1,$ 0,$ 0.10,"$ 73,359","$ 42,214","$ 31,145",41.97%
Price 3,Kroger Smiths,SI Caff 12/16oz Loose,,2/$3 ($1.50),,,12 wks,0.001 cs/store,1.716 cs,,,$ 1.50,$ 30.89,$ 12.00,$ 21,$ 10,33.33%,,$ 21.11,$ 8.65,$ 15,$ 6.263,30.42%,,$ 14.84,,,,$ 0.75,$ 0.3,$ 0,$ 0.30,$ 14,$ 8,$ 6,39.65%
Price 4,Kroger Smiths,SI Caff 12/16oz Loose,,3/$4 ($1.33),,,12 wks,5.5 cs/store,"9,438 cs",,,$ 1.33,"$ 150,630",$ 11.25,"$ 106,178","$ 44,453",29.51%,,"$ 112,312",$ 8.65,"$ 81,639","$ 30,674",28.89%,,"$ 81,639",,,,$ 1.50,$ 0.65,$ 0,$ 0.65,"$ 75,504","$ 46,435","$ 29,069",35.61%
Price 5,Kroger Smiths,SI Caff 12/16oz Loose,,4/$5,,,16 wks,7.5 cs/store,"17,160 cs",,,$ 1.25,"$ 257,400",$ 10.80,"$ 185,328","$ 72,072",28.00%,,"$ 199,399",$ 8.65,"$ 148,434","$ 50,965",27.50%,,"$ 148,434",,,,$ 1.95,$ 0.82,$ 0,$ 0.82,"$ 134,363","$ 84,427","$ 49,936",33.64%
Price 2,Lewis Drug,SI Caff 12/16oz Loose,,3/$5 ($1.67),,,12 wks,8 cs/store,"1,056 cs",,,$ 1.67,"$ 21,162",$ 12.25,"$ 12,936","$ 8,226",38.87%,,"$ 13,042",$ 8.65,"$ 9,134","$ 3,907",30.20%,,"$ 9,134",,,,$ 0.50,$ 0.1,$ 0,$ 0.10,"$ 9,029","$ 5,196","$ 3,833",41.97%
Price 3,Lewis Drug,SI Caff 12/16oz Loose,,2/$3 ($1.50),,,12 wks,9 cs/store,"1,188 cs",,,$ 1.50,"$ 21,384",$ 12.00,"$ 14,256","$ 7,128",33.33%,,"$ 14,612",$ 8.65,"$ 10,276","$ 4,336",30.42%,,"$ 10,276",,,,$ 0.75,$ 0.3,$ 0,$ 0.30,"$ 9,920","$ 5,845","$ 4,075",39.65%
Price 4,Lewis Drug,SI Caff 12/16oz Loose,,3/$4 ($1.33),,,12 wks,11 cs/store,"1,452 cs",,,$ 1.33,"$ 23,174",$ 11.25,"$ 16,335","$ 6,839",29.51%,,"$ 17,279",$ 8.65,"$ 12,560","$ 4,719",28.89%,,"$ 12,560",,,,$ 1.50,$ 0.65,$ 0,$ 0.65,"$ 11,616","$ 7,144","$ 4,472",35.61%
Price 5,Lewis Drug,SI Caff 12/16oz Loose,,4/$5,,,16 wks,13 cs/store,"2,288 cs",,,$ 1.25,"$ 34,320",$ 10.80,"$ 24,710","$ 9,610",28.00%,,"$ 26,587",$ 8.65,"$ 19,791","$ 6,795",27.50%,,"$ 19,791",,,,$ 1.95,$ 0.82,$ 0,$ 0.82,"$ 17,915","$ 11,257","$ 6,658",33.64%
Price 1,"Lidl US, LLC",SI Caff 12/16oz Loose,52 weeks,FRONTLINE,,,52 wks,0.72 cs/store,"6,477 cs",,,$ 1.29,"$ 100,266",$ 10.68,"$ 69,176","$ 31,090",31.01%,,,,,,,,"$ 69,176",,,,$ 0,$ 0,$ 0,$ 0,"$ 69,176","$ 31,867","$ 37,308",53.93%
Price 1,Loves,SI Caff 12/16oz Loose,,FRONTLINE,,0 wks,,0 cs/store,0 cs,,,$ 2.00,$ 0,$ 12.75,$ 0,$ 0,0%,,$ 0,$ 8.65,$ 0,$ 0,0%,,$ 0,,,,$ 0,$ 0,$ 0,$ 0,$ 0,$ 0,$ 0,0%
Price 2,Loves,SI Caff 12/16oz Loose,,$1.89,,0 wks,,0 cs/store,0 cs,,,$ 1.89,$ 0,$ 12.25,$ 0,$ 0,0%,,$ 0,$ 8.65,$ 0,$ 0,0%,,$ 0,,,,$ 0.50,$ 0.1,$ 0,$ 0.10,$ 0,$ 0,$ 0,0%
Price 3,Loves,SI Caff 12/16oz Loose,,$1.79,,0 wks,,0.0001 cs/store,0 cs,,,$ 1.79,$ 0,$ 12.00,$ 0,$ 0,0%,,$ 0,$ 8.65,$ 0,$ 0,0%,,$ 0,,,,$ 0.75,$ 0.3,$ 0,$ 0.30,$ 0,$ 0,$ 0,0%
Price 4,Loves,SI Caff 12/16oz Loose,,2/$3 ($1.50),,0 wks,,0 cs/store,0 cs,,,$ 1.50,$ 0,$ 10.60,$ 0,$ 0,0%,,$ 0,$ 8.65,$ 0,$ 0,0%,,$ 0,,,,$ 2.15,$ 0.95,$ 0,$ 0.95,$ 0,$ 0,$ 0,0%
Price 5,Loves,SI Caff 12/16oz Loose,,2/$3 ($1.50),,0 wks,,0 cs/store,0 cs,,,$ 1.50,$ 0,$ 10.60,$ 0,$ 0,0%,,$ 0,$ 8.65,$ 0,$ 0,0%,,$ 0,,,,$ 2.15,$ 0.95,$ 0,$ 0.95,$ 0,$ 0,$ 0,0%
Price 6,Loves,SI Caff 12/16oz Loose,,CustomPricing4,Approved,12 wks,,4 cs/store,0 cs,,$ 2.09,,$ 0,$ 11.75,$ 0,$ 0,0%,,$ 0,$ 8.65,$ 0,$ 0,0%,,$ 0,$ 0,$ 0,$ 1.00,,,,$ 1.00,$ 0,$ 0,$ 0,0%
Price 7,Loves,SI Caff 12/16oz Loose,,CustomPricing2,Approved,40 wks,,7.5 cs/store,0 cs,,$ 1.75,,$ 0,$ 11.25,$ 0,$ 0,0%,,$ 0,$ 8.65,$ 0,$ 0,0%,,$ 0,$ 0,$ 0,$ 1.50,,,,$ 1.50,$ 0,$ 0,$ 0,0%
Price 8,Loves,SI Caff 12/16oz Loose,,FRONTLINE,,0 wks,,2.5 cs/store,0 cs,,,$ 2.00,$ 0,$ 12.75,$ 0,$ 0,0%,,$ 0,$ 8.65,$ 0,$ 0,0%,,$ 0,,,,$ 0,$ 0,$ 0,$ 0,$ 0,$ 0,$ 0,0%
Price 1,Lowes Foods,SI Caff 12/16oz Loose,,FRONTLINE,,,0 wks,0 cs/store,0 cs,,,$ 1.79,$ 0,$ 12.75,$ 0,$ 0,0%,,$ 0,$ 8.65,$ 0,$ 0,0%,,$ 0,,,,$ 0,$ 0,$ 0,$ 0,$ 0,$ 0,$ 0,0%
Price 2,Lowes Foods,SI Caff 12/16oz Loose,,3/$5 ($1.67),,,12 wks,0.001 cs/store,1.104 cs,,,$ 1.67,$ 22.12,$ 12.25,$ 14,$ 9,38.87%,,$ 13.63,$ 8.65,$ 10,$ 4.085,30.20%,,$ 9.55,,,,$ 0.50,$ 0.1,$ 0,$ 0.10,$ 9,$ 5,$ 4,41.97%
Price 3,Lowes Foods,SI Caff 12/16oz Loose,,2/$3 ($1.50),,,12 wks,0.65 cs/store,717.6 cs,,,$ 1.50,"$ 12,917",$ 12.00,"$ 8,611","$ 4,306",33.33%,,"$ 8,826",$ 8.65,"$ 6,207","$ 2,619",30.42%,,"$ 6,207",,,,$ 0.75,$ 0.3,$ 0,$ 0.30,"$ 5,992","$ 3,531","$ 2,461",39.65%
Price 4,Lowes Foods,SI Caff 12/16oz Loose,,3/$4 ($1.33),,,12 wks,2 cs/store,"2,208 cs",,,$ 1.33,"$ 35,240",$ 11.25,"$ 24,840","$ 10,400",29.51%,,"$ 26,275",$ 8.65,"$ 19,099","$ 7,176",28.89%,,"$ 19,099",,,,$ 1.50,$ 0.65,$ 0,$ 0.65,"$ 17,664","$ 10,863","$ 6,801",35.61%
Price 5,Lowes Foods,SI Caff 12/16oz Loose,,4/$5,,,16 wks,3.5 cs/store,"5,152 cs",,,$ 1.25,"$ 77,280",$ 10.80,"$ 55,642","$ 21,638",28.00%,,"$ 59,866",$ 8.65,"$ 44,565","$ 15,301",27.50%,,"$ 44,565",,,,$ 1.95,$ 0.82,$ 0,$ 0.82,"$ 40,340","$ 25,348","$ 14,992",33.64%
Price 1,Lunds & Byerlys,SI Caff 12/16oz Loose,,FRONTLINE,,,0 wks,0 cs/store,0 cs,,,$ 1.79,$ 0,$ 12.75,$ 0,$ 0,0%,,$ 0,$ 8.65,$ 0,$ 0,0%,,$ 0,,,,$ 0,$ 0,$ 0,$ 0,$ 0,$ 0,$ 0,0%
Price 2,Lunds & Byerlys,SI Caff 12/16oz Loose,,3/$5 ($1.67),,,12 wks,1.7 cs/store,571.2 cs,,,$ 1.67,"$ 11,447",$ 12.25,"$ 6,997","$ 4,450",38.87%,,"$ 7,054",$ 8.65,"$ 4,941","$ 2,113",30.20%,,"$ 4,941",,,,$ 0.50,$ 0.1,$ 0,$ 0.10,"$ 4,884","$ 2,810","$ 2,073",41.97%
Price 3,Lunds & Byerlys,SI Caff 12/16oz Loose,,2/$3 ($1.50),,,12 wks,1.85 cs/store,621.6 cs,,,$ 1.50,"$ 11,189",$ 12.00,"$ 7,459","$ 3,730",33.33%,,"$ 7,646",$ 8.65,"$ 5,377","$ 2,269",30.42%,,"$ 5,377",,,,$ 0.75,$ 0.3,$ 0,$ 0.30,"$ 5,190","$ 3,058","$ 2,132",39.65%
Price 4,Lunds & Byerlys,SI Caff 12/16oz Loose,,3/$4 ($1.33),,,12 wks,2.3 cs/store,772.8 cs,,,$ 1.33,"$ 12,334",$ 11.25,"$ 8,694","$ 3,640",29.51%,,"$ 9,196",$ 8.65,"$ 6,685","$ 2,512",28.89%,,"$ 6,685",,,,$ 1.50,$ 0.65,$ 0,$ 0.65,"$ 6,182","$ 3,802","$ 2,380",35.61%
Price 5,Lunds & Byerlys,SI Caff 12/16oz Loose,,4/$5,,,16 wks,2.9 cs/store,"1,299 cs",,,$ 1.25,"$ 19,488",$ 10.80,"$ 14,031","$ 5,457",28.00%,,"$ 15,097",$ 8.65,"$ 11,238","$ 3,859",27.50%,,"$ 11,238",,,,$ 1.95,$ 0.82,$ 0,$ 0.82,"$ 10,173","$ 6,392","$ 3,781",33.64%
Price 2,Lynns Dakotamart,SI Caff 12/16oz Loose,,3/$5 ($1.67),,,12 wks,0.5 cs/store,60 cs,,,$ 1.67,"$ 1,202",$ 12.25,$ 735,$ 467,38.87%,,$ 741,$ 8.65,$ 519,$ 222,30.20%,,$ 519,,,,$ 0.50,$ 0.1,$ 0,$ 0.10,$ 513,$ 295,$ 218,41.97%
Price 3,Lynns Dakotamart,SI Caff 12/16oz Loose,,2/$3 ($1.50),,,12 wks,0.75 cs/store,90 cs,,,$ 1.50,"$ 1,620",$ 12.00,"$ 1,080",$ 540,33.33%,,"$ 1,107",$ 8.65,$ 779,$ 328.5,30.42%,,$ 778.5,,,,$ 0.75,$ 0.3,$ 0,$ 0.30,$ 752,$ 443,$ 309,39.65%
Price 4,Lynns Dakotamart,SI Caff 12/16oz Loose,,3/$4 ($1.33),,,12 wks,0.75 cs/store,90 cs,,,$ 1.33,"$ 1,436",$ 11.25,"$ 1,013",$ 424,29.51%,,"$ 1,071",$ 8.65,$ 779,$ 292.5,28.89%,,$ 778.5,,,,$ 1.50,$ 0.65,$ 0,$ 0.65,$ 720,$ 443,$ 277,35.61%
Price 5,Lynns Dakotamart,SI Caff 12/16oz Loose,,4/$5,,,16 wks,1 cs/store,160 cs,,,$ 1.25,"$ 2,400",$ 10.80,"$ 1,728",$ 672,28.00%,,"$ 1,859",$ 8.65,"$ 1,384",$ 475.2,27.50%,,"$ 1,384",,,,$ 1.95,$ 0.82,$ 0,$ 0.82,"$ 1,253",$ 787,$ 466,33.64%
Price 1,Mapco,SI Caff 12/16oz Loose,,FRONTLINE,,0 wks,,0 cs/store,0 cs,,,$ 2.00,$ 0,$ 12.75,$ 0,$ 0,0%,,$ 0,$ 8.65,$ 0,$ 0,0%,,$ 0,,,,$ 0,$ 0,$ 0,$ 0,$ 0,$ 0,$ 0,0%
Price 2,Mapco,SI Caff 12/16oz Loose,,$1.89,,0 wks,,0 cs/store,0 cs,,,$ 1.89,$ 0,$ 12.25,$ 0,$ 0,0%,,$ 0,$ 8.65,$ 0,$ 0,0%,,$ 0,,,,$ 0.50,$ 0.1,$ 0,$ 0.10,$ 0,$ 0,$ 0,0%
Price 3,Mapco,SI Caff 12/16oz Loose,,$1.79,,12 wks,,0 cs/store,0 cs,,,$ 1.79,$ 0,$ 12.00,$ 0,$ 0,0%,,$ 0,$ 8.65,$ 0,$ 0,0%,,$ 0,,,,$ 0.75,$ 0.3,$ 0,$ 0.30,$ 0,$ 0,$ 0,0%
Price 4,Mapco,SI Caff 12/16oz Loose,,3/$5 ($1.67),,18 wks,,0 cs/store,0 cs,,,$ 1.67,$ 0,$ 11.25,$ 0,$ 0,0%,,$ 0,$ 8.65,$ 0,$ 0,0%,,$ 0,,,,$ 1.50,$ 0.65,$ 0,$ 0.65,$ 0,$ 0,$ 0,0%
Price 5,Mapco,SI Caff 12/16oz Loose,,2/$3 ($1.50),,22 wks,,0 cs/store,0 cs,,,$ 1.50,$ 0,$ 10.60,$ 0,$ 0,0%,,$ 0,$ 8.65,$ 0,$ 0,0%,,$ 0,,,,$ 2.15,$ 0.95,$ 0,$ 0.95,$ 0,$ 0,$ 0,0%
Price 1,Marc's,SI Caff 12/16oz Loose,,FRONTLINE,,,0 wks,0 cs/store,0 cs,,,$ 1.79,$ 0,$ 12.75,$ 0,$ 0,0%,,$ 0,$ 8.65,$ 0,$ 0,0%,,$ 0,,,,$ 0,$ 0,$ 0,$ 0,$ 0,$ 0,$ 0,0%
Price 2,Marc's,SI Caff 12/16oz Loose,,3/$5 ($1.67),,,12 wks,0.1 cs/store,0 cs,,,$ 1.67,$ 0,$ 12.25,$ 0,$ 0,0%,,$ 0,$ 8.65,$ 0,$ 0,0%,,$ 0,,,,$ 0.50,$ 0.1,$ 0,$ 0.10,$ 0,$ 0,$ 0,0%
Price 3,Marc's,SI Caff 12/16oz Loose,,2/$3 ($1.50),,,12 wks,0.1 cs/store,0 cs,,,$ 1.50,$ 0,$ 12.00,$ 0,$ 0,0%,,$ 0,$ 8.65,$ 0,$ 0,0%,,$ 0,,,,$ 0.75,$ 0.3,$ 0,$ 0.30,$ 0,$ 0,$ 0,0%
Price 4,Marc's,SI Caff 12/16oz Loose,,3/$4 ($1.33),,,12 wks,0.1 cs/store,0 cs,,,$ 1.33,$ 0,$ 11.25,$ 0,$ 0,0%,,$ 0,$ 8.65,$ 0,$ 0,0%,,$ 0,,,,$ 1.50,$ 0.65,$ 0,$ 0.65,$ 0,$ 0,$ 0,0%
Price 5,Marc's,SI Caff 12/16oz Loose,,4/$5,,,16 wks,0.1 cs/store,0 cs,,,$ 1.25,$ 0,$ 10.80,$ 0,$ 0,0%,,$ 0,$ 8.65,$ 0,$ 0,0%,,$ 0,,,,$ 1.95,$ 0.82,$ 0,$ 0.82,$ 0,$ 0,$ 0,0%
Price 1,Marianna's,SI Caff 12/16oz Loose,,FRONTLINE,,,0 wks,0 cs/store,0 cs,,,$ 1.79,$ 0,$ 12.75,$ 0,$ 0,0%,,$ 0,$ 8.65,$ 0,$ 0,0%,,$ 0,,,,$ 0,$ 0,$ 0,$ 0,$ 0,$ 0,$ 0,0%
Price 2,Marianna's,SI Caff 12/16oz Loose,,3/$5 ($1.67),,,12 wks,0.4 cs/store,28.8 cs,,,$ 1.67,$ 577.2,$ 12.25,$ 353,$ 224,38.87%,,$ 355.7,$ 8.65,$ 249,$ 106.6,30.20%,,$ 249.1,,,,$ 0.50,$ 0.1,$ 0,$ 0.10,$ 246,$ 142,$ 105,41.97%
Price 3,Marianna's,SI Caff 12/16oz Loose,,2/$3 ($1.50),,,12 wks,0.6 cs/store,43.2 cs,,,$ 1.50,$ 777.6,$ 12.00,$ 518,$ 259,33.33%,,$ 531.4,$ 8.65,$ 374,$ 157.7,30.42%,,$ 373.7,,,,$ 0.75,$ 0.3,$ 0,$ 0.30,$ 361,$ 213,$ 148,39.65%
Price 4,Marianna's,SI Caff 12/16oz Loose,,3/$4 ($1.33),,,12 wks,0.8 cs/store,57.6 cs,,,$ 1.33,$ 919.3,$ 11.25,$ 648,$ 271,29.51%,,$ 685.4,$ 8.65,$ 498,$ 187.2,28.89%,,$ 498.2,,,,$ 1.50,$ 0.65,$ 0,$ 0.65,$ 461,$ 283,$ 177,35.61%
Price 5,Marianna's,SI Caff 12/16oz Loose,,4/$5,,,16 wks,1.5 cs/store,144 cs,,,$ 1.25,"$ 2,160",$ 10.80,"$ 1,555",$ 605,28.00%,,"$ 1,673",$ 8.65,"$ 1,246",$ 427.7,27.50%,,"$ 1,246",,,,$ 1.95,$ 0.82,$ 0,$ 0.82,"$ 1,128",$ 708,$ 419,33.64%
Price 1,Market Basket (New England),SI Caff 12/16oz Loose,,FRONTLINE,,,0 wks,0 cs/store,0 cs,,,$ 1.79,$ 0,$ 12.75,$ 0,$ 0,0%,,$ 0,$ 8.65,$ 0,$ 0,0%,,$ 0,,,,$ 0,$ 0,$ 0,$ 0,$ 0,$ 0,$ 0,0%
Price 2,Market Basket (New England),SI Caff 12/16oz Loose,,3/$5 ($1.67),,,12 wks,0.001 cs/store,1.152 cs,,,$ 1.67,$ 23.09,$ 12.25,$ 14,$ 9,38.87%,,$ 14.23,$ 8.65,$ 10,$ 4.262,30.20%,,$ 9.965,,,,$ 0.50,$ 0.1,$ 0,$ 0.10,$ 10,$ 6,$ 4,41.97%
Price 3,Market Basket (New England),SI Caff 12/16oz Loose,,2/$3 ($1.50),,,12 wks,0.001 cs/store,1.152 cs,,,$ 1.50,$ 20.74,$ 12.00,$ 14,$ 7,33.33%,,$ 14.17,$ 8.65,$ 10,$ 4.205,30.42%,,$ 9.965,,,,$ 0.75,$ 0.3,$ 0,$ 0.30,$ 10,$ 6,$ 4,39.65%
Price 4,Market Basket (New England),SI Caff 12/16oz Loose,,3/$4 ($1.33),,,12 wks,7.201 cs/store,"8,296 cs",,,$ 1.33,"$ 132,401",$ 11.25,"$ 93,328","$ 39,073",29.51%,,"$ 98,720",$ 8.65,"$ 71,759","$ 26,961",28.89%,,"$ 71,759",,,,$ 1.50,$ 0.65,$ 0,$ 0.65,"$ 66,366","$ 40,815","$ 25,551",35.61%
Price 5,Market Basket (New England),SI Caff 12/16oz Loose,,4/$5,,,16 wks,8.3 cs/store,"12,749 cs",,,$ 1.25,"$ 191,232",$ 10.80,"$ 137,687","$ 53,545",28.00%,,"$ 148,141",$ 8.65,"$ 110,277","$ 37,864",27.50%,,"$ 110,277",,,,$ 1.95,$ 0.82,$ 0,$ 0.82,"$ 99,823","$ 62,724","$ 37,099",33.64%
Price 1,Marketplace Foods,SI Caff 12/16oz Loose,,FRONTLINE,,,0 wks,0 cs/store,0 cs,,,$ 1.79,$ 0,$ 12.75,$ 0,$ 0,0%,,$ 0,$ 8.65,$ 0,$ 0,0%,,$ 0,,,,$ 0,$ 0,$ 0,$ 0,$ 0,$ 0,$ 0,0%
Price 2,Marketplace Foods,SI Caff 12/16oz Loose,,3/$5 ($1.67),,,12 wks,0.5 cs/store,72 cs,,,$ 1.67,"$ 1,443",$ 12.25,$ 882,$ 561,38.87%,,$ 889.2,$ 8.65,$ 623,$ 266.4,30.20%,,$ 622.8,,,,$ 0.50,$ 0.1,$ 0,$ 0.10,$ 616,$ 354,$ 261,41.97%
Price 3,Marketplace Foods,SI Caff 12/16oz Loose,,2/$3 ($1.50),,,12 wks,0.5 cs/store,72 cs,,,$ 1.50,"$ 1,296",$ 12.00,$ 864,$ 432,33.33%,,$ 885.6,$ 8.65,$ 623,$ 262.8,30.42%,,$ 622.8,,,,$ 0.75,$ 0.3,$ 0,$ 0.30,$ 601,$ 354,$ 247,39.65%
Price 4,Marketplace Foods,SI Caff 12/16oz Loose,,3/$4 ($1.33),,,12 wks,1 cs/store,144 cs,,,$ 1.33,"$ 2,298",$ 11.25,"$ 1,620",$ 678,29.51%,,"$ 1,714",$ 8.65,"$ 1,246",$ 468,28.89%,,"$ 1,246",,,,$ 1.50,$ 0.65,$ 0,$ 0.65,"$ 1,152",$ 708,$ 444,35.61%
Price 5,Marketplace Foods,SI Caff 12/16oz Loose,,4/$5,,,16 wks,2 cs/store,384 cs,,,$ 1.25,"$ 5,760",$ 10.80,"$ 4,147","$ 1,613",28.00%,,"$ 4,462",$ 8.65,"$ 3,322","$ 1,140",27.50%,,"$ 3,322",,,,$ 1.95,$ 0.82,$ 0,$ 0.82,"$ 3,007","$ 1,889","$ 1,117",33.64%
Price 1,Maverik and Kum & Go,SI Caff 12/16oz Loose,,FRONTLINE,,0 wks,,0 cs/store,0 cs,,,$ 2.00,$ 0,$ 12.75,$ 0,$ 0,0%,,$ 0,$ 8.65,$ 0,$ 0,0%,,$ 0,,,,$ 0,$ 0,$ 0,$ 0,$ 0,$ 0,$ 0,0%
Price 2,Maverik and Kum & Go,SI Caff 12/16oz Loose,,$1.89,,0 wks,,0 cs/store,0 cs,,,$ 1.89,$ 0,$ 12.25,$ 0,$ 0,0%,,$ 0,$ 8.65,$ 0,$ 0,0%,,$ 0,,,,$ 0.50,$ 0.1,$ 0,$ 0.10,$ 0,$ 0,$ 0,0%
Price 3,Maverik and Kum & Go,SI Caff 12/16oz Loose,,$1.79,,0 wks,,0 cs/store,0 cs,,,$ 1.79,$ 0,$ 12.00,$ 0,$ 0,0%,,$ 0,$ 8.65,$ 0,$ 0,0%,,$ 0,,,,$ 0.75,$ 0.3,$ 0,$ 0.30,$ 0,$ 0,$ 0,0%
Price 4,Maverik and Kum & Go,SI Caff 12/16oz Loose,$1.99,3/$5 ($1.67),,28 wks,,1 cs/store,"22,400 cs",,,$ 1.67,"$ 448,896",$ 11.25,"$ 252,000","$ 196,896",43.86%,,"$ 266,560",$ 8.65,"$ 193,760","$ 72,800",28.89%,,"$ 193,760",,,,$ 1.50,$ 0.65,$ 0,$ 0.65,"$ 179,200","$ 110,208","$ 68,992",35.61%
Price 5,Maverik and Kum & Go,SI Caff 12/16oz Loose,,2/$3 ($1.50),,0 wks,,0.81 cs/store,0 cs,,,$ 1.50,$ 0,$ 10.60,$ 0,$ 0,0%,,$ 0,$ 8.65,$ 0,$ 0,0%,,$ 0,,,,$ 2.15,$ 0.95,$ 0,$ 0.95,$ 0,$ 0,$ 0,0%
Price 6,Maverik and Kum & Go,SI Caff 12/16oz Loose,BOGO$1,CustomPricing1,Approved,24 wks,,1.6 cs/store,"30,720 cs",,$ 1.50,,"$ 552,960",$ 10.45,"$ 321,024","$ 231,936",41.94%,,"$ 365,568",$ 8.65,"$ 265,728","$ 99,840",28.89%,,"$ 265,728",$ 1.50,$ 0.65,$ 0.80,,,,$ 1.45,"$ 221,184","$ 151,142","$ 70,042",26.36%
Price 1,Mckeever -Price Chopper,SI Caff 12/16oz Loose,,FRONTLINE,,,0 wks,0 cs/store,0 cs,,,$ 1.79,$ 0,$ 12.75,$ 0,$ 0,0%,,$ 0,$ 8.65,$ 0,$ 0,0%,,$ 0,,,,$ 0,$ 0,$ 0,$ 0,$ 0,$ 0,$ 0,0%
Price 2,Mckeever -Price Chopper,SI Caff 12/16oz Loose,,3/$5 ($1.67),,,12 wks,3.14 cs/store,452.2 cs,,,$ 1.67,"$ 9,061",$ 12.25,"$ 5,539","$ 3,522",38.87%,,"$ 5,584",$ 8.65,"$ 3,911","$ 1,673",30.20%,,"$ 3,911",,,,$ 0.50,$ 0.1,$ 0,$ 0.10,"$ 3,866","$ 2,225","$ 1,641",41.97%
Price 3,Mckeever -Price Chopper,SI Caff 12/16oz Loose,,2/$3 ($1.50),,,12 wks,3.14 cs/store,452.2 cs,,,$ 1.50,"$ 8,139",$ 12.00,"$ 5,426","$ 2,713",33.33%,,"$ 5,562",$ 8.65,"$ 3,911","$ 1,650",30.42%,,"$ 3,911",,,,$ 0.75,$ 0.3,$ 0,$ 0.30,"$ 3,776","$ 2,225","$ 1,551",39.65%
Price 4,Mckeever -Price Chopper,SI Caff 12/16oz Loose,,3/$4 ($1.33),,,12 wks,3.47 cs/store,499.7 cs,,,$ 1.33,"$ 7,975",$ 11.25,"$ 5,621","$ 2,353",29.51%,,"$ 5,946",$ 8.65,"$ 4,322","$ 1,624",28.89%,,"$ 4,322",,,,$ 1.50,$ 0.65,$ 0,$ 0.65,"$ 3,997","$ 2,458","$ 1,539",35.61%
Price 5,Mckeever -Price Chopper,SI Caff 12/16oz Loose,,4/$5,,,16 wks,4.52 cs/store,867.8 cs,,,$ 1.25,"$ 13,018",$ 10.80,"$ 9,373","$ 3,645",28.00%,,"$ 10,084",$ 8.65,"$ 7,507","$ 2,577",27.50%,,"$ 7,507",,,,$ 1.95,$ 0.82,$ 0,$ 0.82,"$ 6,795","$ 4,270","$ 2,525",33.64%
Price 1,Meijer,SI Caff 12/16oz Loose,,EDLP,,,26 wks,8 cs/store,"57,408 cs",,,$ 1.38,"$ 950,676",$ 12.00,"$ 688,896","$ 261,780",27.54%,,"$ 706,118",$ 8.65,"$ 496,579","$ 209,539",30.42%,,"$ 496,579",,,,$ 0.75,$ 0.3,$ 0,$ 0.30,"$ 479,357","$ 282,447","$ 196,909",39.65%
